Animal,Sire,Dam
40161,30027,30560
40162,30027,30560
40163,30027,30774
40164,30027,30774
40165,30027,30248
40166,30027,30248
40167,30027,30758
40168,30027,30758
40169,30027,30552
40170,30027,30552
40171,30027,30388
40172,30027,30388
40173,30027,30726
40174,30027,30726
40175,30027,30300
40176,30027,30300
40177,30027,30286
40178,30027,30286
40179,30027,30478
40180,30027,30478
40181,30827,30562
40182,30827,30562
40183,30827,30480
40184,30827,30480
40185,30827,30844
40186,30827,30844
40187,30827,30894
40188,30827,30894
40189,30827,30068
40190,30827,30068
40191,30827,30830
40192,30827,30830
40193,30827,30434
40194,30827,30434
40195,30827,30224
40196,30827,30224
40197,30827,30142
40198,30827,30142
40199,30827,30064
40200,30827,30064
40201,30367,30138
40202,30367,30138
40203,30367,30122
40204,30367,30122
40205,30367,30086
40206,30367,30086
40207,30367,30036
40208,30367,30036
40209,30367,30014
40210,30367,30014
40211,30367,30294
40212,30367,30294
40213,30367,30598
40214,30367,30598
40215,30367,30440
40216,30367,30440
40217,30367,30148
40218,30367,30148
40219,30367,30252
40220,30367,30252
40221,30081,30318
40222,30081,30318
40223,30081,30018
40224,30081,30018
40225,30081,30724
40226,30081,30724
40227,30081,30816
40228,30081,30816
40229,30081,30336
40230,30081,30336
40231,30081,30746
40232,30081,30746
40233,30081,30570
40234,30081,30570
40235,30081,30250
40236,30081,30250
40237,30081,30664
40238,30081,30664
40239,30081,30208
40240,30081,30208
40241,30627,30326
40242,30627,30326
40243,30627,30900
40244,30627,30900
40245,30627,30862
40246,30627,30862
40247,30627,30192
40248,30627,30192
40249,30627,30112
40250,30627,30112
40251,30627,30740
40252,30627,30740
40253,30627,30578
40254,30627,30578
40255,30627,30238
40256,30627,30238
40257,30627,30402
40258,30627,30402
40259,30627,30752
40260,30627,30752
40261,30409,30340
40262,30409,30340
40263,30409,30952
40264,30409,30952
40265,30409,30494
40266,30409,30494
40267,30409,30690
40268,30409,30690
40269,30409,30546
40270,30409,30546
40271,30409,30322
40272,30409,30322
40273,30409,30436
40274,30409,30436
40275,30409,30872
40276,30409,30872
40277,30409,30066
40278,30409,30066
40279,30409,30496
40280,30409,30496
40281,30143,30528
40282,30143,30528
40283,30143,30684
40284,30143,30684
40285,30143,30898
40286,30143,30898
40287,30143,30266
40288,30143,30266
40289,30143,30638
40290,30143,30638
40291,30143,30298
40292,30143,30298
40293,30143,30510
40294,30143,30510
40295,30143,30282
40296,30143,30282
40297,30143,30024
40298,30143,30024
40299,30143,30010
40300,30143,30010
40301,30269,30866
40302,30269,30866
40303,30269,30072
40304,30269,30072
40305,30269,30988
40306,30269,30988
40307,30269,30780
40308,30269,30780
40309,30269,30264
40310,30269,30264
40311,30269,30454
40312,30269,30454
40313,30269,30428
40314,30269,30428
40315,30269,30790
40316,30269,30790
40317,30269,30644
40318,30269,30644
40319,30269,30164
40320,30269,30164
40321,30773,30488
40322,30773,30488
40323,30773,30438
40324,30773,30438
40325,30773,30650
40326,30773,30650
40327,30773,30110
40328,30773,30110
40329,30773,30008
40330,30773,30008
40331,30773,30754
40332,30773,30754
40333,30773,30256
40334,30773,30256
40335,30773,30628
40336,30773,30628
40337,30773,30662
40338,30773,30662
40339,30773,30042
40340,30773,30042
40341,30033,30134
40342,30033,30134
40343,30033,30810
40344,30033,30810
40345,30033,30022
40346,30033,30022
40347,30033,30922
40348,30033,30922
40349,30033,30568
40350,30033,30568
40351,30033,30378
40352,30033,30378
40353,30033,30410
40354,30033,30410
40355,30033,30316
40356,30033,30316
40357,30033,30860
40358,30033,30860
40359,30033,30220
40360,30033,30220
40361,30309,30722
40362,30309,30722
40363,30309,30776
40364,30309,30776
40365,30309,30716
40366,30309,30716
40367,30309,30450
40368,30309,30450
40369,30309,30092
40370,30309,30092
40371,30309,30094
40372,30309,30094
40373,30309,30236
40374,30309,30236
40375,30309,30916
40376,30309,30916
40377,30309,30678
40378,30309,30678
40379,30309,30408
40380,30309,30408
40381,30549,30182
40382,30549,30182
40383,30549,30836
40384,30549,30836
40385,30549,30128
40386,30549,30128
40387,30549,30548
40388,30549,30548
40389,30549,30940
40390,30549,30940
40391,30549,30500
40392,30549,30500
40393,30549,30442
40394,30549,30442
40395,30549,30640
40396,30549,30640
40397,30549,30058
40398,30549,30058
40399,30549,30116
40400,30549,30116
40401,30751,30084
40402,30751,30084
40403,30751,30960
40404,30751,30960
40405,30751,30070
40406,30751,30070
40407,30751,30314
40408,30751,30314
40409,30751,30544
40410,30751,30544
40411,30751,30244
40412,30751,30244
40413,30751,30642
40414,30751,30642
40415,30751,30858
40416,30751,30858
40417,30751,30804
40418,30751,30804
40419,30751,30062
40420,30751,30062
40421,30599,30242
40422,30599,30242
40423,30599,30954
40424,30599,30954
40425,30599,30136
40426,30599,30136
40427,30599,30204
40428,30599,30204
40429,30599,30530
40430,30599,30530
40431,30599,30964
40432,30599,30964
40433,30599,30612
40434,30599,30612
40435,30599,30476
40436,30599,30476
40437,30599,30596
40438,30599,30596
40439,30599,30144
40440,30599,30144
40441,30949,30350
40442,30949,30350
40443,30949,30760
40444,30949,30760
40445,30949,30462
40446,30949,30462
40447,30949,30654
40448,30949,30654
40449,30949,30856
40450,30949,30856
40451,30949,30890
40452,30949,30890
40453,30949,30666
40454,30949,30666
40455,30949,30186
40456,30949,30186
40457,30949,30240
40458,30949,30240
40459,30949,30156
40460,30949,30156
40461,30961,30002
40462,30961,30002
40463,30961,30920
40464,30961,30920
40465,30961,30088
40466,30961,30088
40467,30961,30686
40468,30961,30686
40469,30961,30606
40470,30961,30606
40471,30961,30196
40472,30961,30196
40473,30961,30278
40474,30961,30278
40475,30961,30054
40476,30961,30054
40477,30961,30346
40478,30961,30346
40479,30961,30808
40480,30961,30808
40481,30591,30418
40482,30591,30418
40483,30591,30074
40484,30591,30074
40485,30591,30696
40486,30591,30696
40487,30591,30078
40488,30591,30078
40489,30591,30370
40490,30591,30370
40491,30591,30936
40492,30591,30936
40493,30591,30280
40494,30591,30280
40495,30591,30998
40496,30591,30998
40497,30591,30802
40498,30591,30802
40499,30591,30012
40500,30591,30012
40501,30785,30096
40502,30785,30096
40503,30785,30320
40504,30785,30320
40505,30785,30222
40506,30785,30222
40507,30785,30458
40508,30785,30458
40509,30785,30930
40510,30785,30930
40511,30785,30398
40512,30785,30398
40513,30785,30376
40514,30785,30376
40515,30785,30632
40516,30785,30632
40517,30785,30420
40518,30785,30420
40519,30785,30770
40520,30785,30770
40521,30383,30296
40522,30383,30296
40523,30383,30512
40524,30383,30512
40525,30383,30766
40526,30383,30766
40527,30383,30040
40528,30383,30040
40529,30383,30386
40530,30383,30386
40531,30383,30918
40532,30383,30918
40533,30383,30228
40534,30383,30228
40535,30383,30848
40536,30383,30848
40537,30383,30524
40538,30383,30524
40539,30383,30504
40540,30383,30504
40541,30011,30824
40542,30011,30824
40543,30011,30974
40544,30011,30974
40545,30011,30258
40546,30011,30258
40547,30011,30394
40548,30011,30394
40549,30011,30194
40550,30011,30194
40551,30011,30082
40552,30011,30082
40553,30011,30348
40554,30011,30348
40555,30011,30532
40556,30011,30532
40557,30011,30056
40558,30011,30056
40559,30011,30948
40560,30011,30948
40561,30727,30328
40562,30727,30328
40563,30727,30338
40564,30727,30338
40565,30727,30564
40566,30727,30564
40567,30727,30176
40568,30727,30176
40569,30727,30034
40570,30727,30034
40571,30727,30908
40572,30727,30908
40573,30727,30834
40574,30727,30834
40575,30727,30648
40576,30727,30648
40577,30727,30506
40578,30727,30506
40579,30727,30588
40580,30727,30588
40581,30197,30698
40582,30197,30698
40583,30197,30120
40584,30197,30120
40585,30197,30470
40586,30197,30470
40587,30197,30166
40588,30197,30166
40589,30197,30406
40590,30197,30406
40591,30197,30026
40592,30197,30026
40593,30197,30466
40594,30197,30466
40595,30197,30838
40596,30197,30838
40597,30197,30392
40598,30197,30392
40599,30197,30976
40600,30197,30976
40601,30185,30828
40602,30185,30828
40603,30185,30126
40604,30185,30126
40605,30185,30432
40606,30185,30432
40607,30185,30246
40608,30185,30246
40609,30185,30542
40610,30185,30542
40611,30185,30374
40612,30185,30374
40613,30185,30742
40614,30185,30742
40615,30185,30728
40616,30185,30728
40617,30185,30384
40618,30185,30384
40619,30185,30178
40620,30185,30178
40621,30397,30098
40622,30397,30098
40623,30397,30982
40624,30397,30982
40625,30397,30190
40626,30397,30190
40627,30397,30622
40628,30397,30622
40629,30397,30708
40630,30397,30708
40631,30397,30736
40632,30397,30736
40633,30397,30744
40634,30397,30744
40635,30397,30880
40636,30397,30880
40637,30397,30712
40638,30397,30712
40639,30397,30390
40640,30397,30390
40641,30629,30854
40642,30629,30854
40643,30629,30160
40644,30629,30160
40645,30629,30038
40646,30629,30038
40647,30629,30426
40648,30629,30426
40649,30629,30874
40650,30629,30874
40651,30629,30306
40652,30629,30306
40653,30629,30048
40654,30629,30048
40655,30629,30762
40656,30629,30762
40657,30629,30768
40658,30629,30768
40659,30629,30206
40660,30629,30206
40661,30109,30550
40662,30109,30550
40663,30109,30556
40664,30109,30556
40665,30109,30304
40666,30109,30304
40667,30109,30864
40668,30109,30864
40669,30109,31000
40670,30109,31000
40671,30109,30050
40672,30109,30050
40673,30109,30794
40674,30109,30794
40675,30109,30490
40676,30109,30490
40677,30109,30572
40678,30109,30572
40679,30109,30382
40680,30109,30382
40681,30149,30032
40682,30149,30032
40683,30149,30972
40684,30149,30972
40685,30149,30806
40686,30149,30806
40687,30149,30692
40688,30149,30692
40689,30149,30966
40690,30149,30966
40691,30149,30818
40692,30149,30818
40693,30149,30946
40694,30149,30946
40695,30149,30538
40696,30149,30538
40697,30149,30878
40698,30149,30878
40699,30149,30262
40700,30149,30262
40701,30161,30618
40702,30161,30618
40703,30161,30800
40704,30161,30800
40705,30161,30990
40706,30161,30990
40707,30161,30502
40708,30161,30502
40709,30161,30912
40710,30161,30912
40711,30161,30540
40712,30161,30540
40713,30161,30748
40714,30161,30748
40715,30161,30852
40716,30161,30852
40717,30161,30400
40718,30161,30400
40719,30161,30472
40720,30161,30472
40721,30275,30180
40722,30275,30180
40723,30275,30372
40724,30275,30372
40725,30275,30566
40726,30275,30566
40727,30275,30130
40728,30275,30130
40729,30275,30444
40730,30275,30444
40731,30275,30198
40732,30275,30198
40733,30275,30914
40734,30275,30914
40735,30275,30508
40736,30275,30508
40737,30275,30422
40738,30275,30422
40739,30275,30882
40740,30275,30882
40741,30299,30200
40742,30299,30200
40743,30299,30106
40744,30299,30106
40745,30299,30364
40746,30299,30364
40747,30299,30016
40748,30299,30016
40749,30299,30784
40750,30299,30784
40751,30299,30360
40752,30299,30360
40753,30299,30102
40754,30299,30102
40755,30299,30330
40756,30299,30330
40757,30299,30366
40758,30299,30366
40759,30299,30594
40760,30299,30594
40761,30403,30554
40762,30403,30554
40763,30403,30876
40764,30403,30876
40765,30403,30750
40766,30403,30750
40767,30403,30274
40768,30403,30274
40769,30403,30124
40770,30403,30124
40771,30403,30460
40772,30403,30460
40773,30403,30926
40774,30403,30926
40775,30403,30412
40776,30403,30412
40777,30403,30060
40778,30403,30060
40779,30403,30782
40780,30403,30782
40781,30195,30518
40782,30195,30518
40783,30195,30820
40784,30195,30820
40785,30195,30284
40786,30195,30284
40787,30195,30424
40788,30195,30424
40789,30195,30732
40790,30195,30732
40791,30195,30702
40792,30195,30702
40793,30195,30558
40794,30195,30558
40795,30195,30468
40796,30195,30468
40797,30195,30734
40798,30195,30734
40799,30195,30044
40800,30195,30044
40801,30577,30798
40802,30577,30798
40803,30577,30850
40804,30577,30850
40805,30577,30492
40806,30577,30492
40807,30577,30840
40808,30577,30840
40809,30577,30764
40810,30577,30764
40811,30577,30668
40812,30577,30668
40813,30577,30052
40814,30577,30052
40815,30577,30608
40816,30577,30608
40817,30577,30114
40818,30577,30114
40819,30577,30174
40820,30577,30174
40821,30941,30452
40822,30941,30452
40823,30941,30526
40824,30941,30526
40825,30941,30582
40826,30941,30582
40827,30941,30584
40828,30941,30584
40829,30941,30312
40830,30941,30312
40831,30941,30168
40832,30941,30168
40833,30941,30714
40834,30941,30714
40835,30941,30522
40836,30941,30522
40837,30941,30576
40838,30941,30576
40839,30941,30218
40840,30941,30218
40841,30103,30118
40842,30103,30118
40843,30103,30290
40844,30103,30290
40845,30103,30146
40846,30103,30146
40847,30103,30680
40848,30103,30680
40849,30103,30994
40850,30103,30994
40851,30103,30212
40852,30103,30212
40853,30103,30302
40854,30103,30302
40855,30103,30046
40856,30103,30046
40857,30103,30188
40858,30103,30188
40859,30103,30140
40860,30103,30140
40861,30743,30028
40862,30743,30028
40863,30743,30260
40864,30743,30260
40865,30743,30162
40866,30743,30162
40867,30743,30814
40868,30743,30814
40869,30743,30288
40870,30743,30288
40871,30743,30324
40872,30743,30324
40873,30743,30362
40874,30743,30362
40875,30743,30268
40876,30743,30268
40877,30743,30004
40878,30743,30004
40879,30743,30464
40880,30743,30464
40881,30249,30602
40882,30249,30602
40883,30249,30934
40884,30249,30934
40885,30249,30660
40886,30249,30660
40887,30249,30812
40888,30249,30812
40889,30249,30962
40890,30249,30962
40891,30249,30226
40892,30249,30226
40893,30249,30590
40894,30249,30590
40895,30249,30846
40896,30249,30846
40897,30249,30968
40898,30249,30968
40899,30249,30956
40900,30249,30956
40901,30953,30892
40902,30953,30892
40903,30953,30232
40904,30953,30232
40905,30953,30788
40906,30953,30788
40907,30953,30720
40908,30953,30720
40909,30953,30870
40910,30953,30870
40911,30953,30600
40912,30953,30600
40913,30953,30986
40914,30953,30986
40915,30953,30234
40916,30953,30234
40917,30953,30704
40918,30953,30704
40919,30953,30842
40920,30953,30842
40921,30335,30634
40922,30335,30634
40923,30335,30214
40924,30335,30214
40925,30335,30006
40926,30335,30006
40927,30335,30978
40928,30335,30978
40929,30335,30778
40930,30335,30778
40931,30335,30020
40932,30335,30020
40933,30335,30270
40934,30335,30270
40935,30335,30030
40936,30335,30030
40937,30335,30620
40938,30335,30620
40939,30335,30924
40940,30335,30924
40941,30671,30942
40942,30671,30942
40943,30671,30980
40944,30671,30980
40945,30671,30950
40946,30671,30950
40947,30671,30354
40948,30671,30354
40949,30671,30080
40950,30671,30080
40951,30671,30108
40952,30671,30108
40953,30671,30534
40954,30671,30534
40955,30671,30888
40956,30671,30888
40957,30671,30624
40958,30671,30624
40959,30671,30626
40960,30671,30626
40961,30501,30604
40962,30501,30604
40963,30501,30276
40964,30501,30276
40965,30501,30414
40966,30501,30414
40967,30501,30730
40968,30501,30730
40969,30501,30832
40970,30501,30832
40971,30501,30430
40972,30501,30430
40973,30501,30334
40974,30501,30334
40975,30501,30368
40976,30501,30368
40977,30501,30076
40978,30501,30076
40979,30501,30786
40980,30501,30786
40981,30685,30902
40982,30685,30902
40983,30685,30272
40984,30685,30272
40985,30685,30674
40986,30685,30674
40987,30685,30184
40988,30685,30184
40989,30685,30958
40990,30685,30958
40991,30685,30356
40992,30685,30356
40993,30685,30514
40994,30685,30514
40995,30685,30516
40996,30685,30516
40997,30685,30710
40998,30685,30710
40999,30685,30586
41000,30685,30586
50001,40869,40240
50002,40869,40240
50003,40869,40064
50004,40869,40064
50005,40869,40154
50006,40869,40154
50007,40869,40070
50008,40869,40070
50009,40869,40198
50010,40869,40198
50011,40869,40178
50012,40869,40178
50013,40869,40364
50014,40869,40364
50015,40869,40998
50016,40869,40998
50017,40869,40628
50018,40869,40628
50019,40869,40218
50020,40869,40218
50021,40027,40552
50022,40027,40552
50023,40027,40228
50024,40027,40228
50025,40027,40644
50026,40027,40644
50027,40027,40908
50028,40027,40908
50029,40027,40958
50030,40027,40958
50031,40027,40202
50032,40027,40202
50033,40027,40206
50034,40027,40206
50035,40027,40672
50036,40027,40672
50037,40027,40376
50038,40027,40376
50039,40027,40660
50040,40027,40660
50041,40279,40872
50042,40279,40872
50043,40279,40784
50044,40279,40784
50045,40279,40554
50046,40279,40554
50047,40279,40084
50048,40279,40084
50049,40279,40618
50050,40279,40618
50051,40279,40020
50052,40279,40020
50053,40279,40058
50054,40279,40058
50055,40279,40726
50056,40279,40726
50057,40279,40582
50058,40279,40582
50059,40279,40018
50060,40279,40018
50061,40513,40004
50062,40513,40004
50063,40513,40634
50064,40513,40634
50065,40513,40192
50066,40513,40192
50067,40513,40392
50068,40513,40392
50069,40513,40862
50070,40513,40862
50071,40513,40808
50072,40513,40808
50073,40513,40122
50074,40513,40122
50075,40513,40696
50076,40513,40696
50077,40513,40606
50078,40513,40606
50079,40513,40056
50080,40513,40056
50081,40799,40648
50082,40799,40648
50083,40799,40068
50084,40799,40068
50085,40799,40594
50086,40799,40594
50087,40799,40630
50088,40799,40630
50089,40799,40760
50090,40799,40760
50091,40799,40928
50092,40799,40928
50093,40799,40572
50094,40799,40572
50095,40799,40670
50096,40799,40670
50097,40799,40586
50098,40799,40586
50099,40799,40766
50100,40799,40766
50101,40205,40444
50102,40205,40444
50103,40205,40358
50104,40205,40358
50105,40205,40972
50106,40205,40972
50107,40205,40596
50108,40205,40596
50109,40205,40508
50110,40205,40508
50111,40205,40502
50112,40205,40502
50113,40205,40420
50114,40205,40420
50115,40205,40384
50116,40205,40384
50117,40205,40160
50118,40205,40160
50119,40205,40232
50120,40205,40232
50121,40099,40298
50122,40099,40298
50123,40099,40242
50124,40099,40242
50125,40099,40892
50126,40099,40892
50127,40099,40156
50128,40099,40156
50129,40099,40402
50130,40099,40402
50131,40099,40728
50132,40099,40728
50133,40099,40556
50134,40099,40556
50135,40099,40898
50136,40099,40898
50137,40099,40608
50138,40099,40608
50139,40099,40894
50140,40099,40894
50141,40039,40184
50142,40039,40184
50143,40039,40296
50144,40039,40296
50145,40039,40478
50146,40039,40478
50147,40039,40650
50148,40039,40650
50149,40039,40700
50150,40039,40700
50151,40039,40866
50152,40039,40866
50153,40039,40750
50154,40039,40750
50155,40039,40368
50156,40039,40368
50157,40039,40104
50158,40039,40104
50159,40039,40616
50160,40039,40616
50161,40585,40496
50162,40585,40496
50163,40585,40216
50164,40585,40216
50165,40585,40108
50166,40585,40108
50167,40585,40048
50168,40585,40048
50169,40585,40190
50170,40585,40190
50171,40585,40742
50172,40585,40742
50173,40585,40558
50174,40585,40558
50175,40585,40774
50176,40585,40774
50177,40585,40050
50178,40585,40050
50179,40585,40624
50180,40585,40624
50181,40155,40138
50182,40155,40138
50183,40155,40820
50184,40155,40820
50185,40155,40032
50186,40155,40032
50187,40155,40130
50188,40155,40130
50189,40155,40528
50190,40155,40528
50191,40155,40590
50192,40155,40590
50193,40155,40142
50194,40155,40142
50195,40155,40890
50196,40155,40890
50197,40155,40518
50198,40155,40518
50199,40155,40422
50200,40155,40422
50201,40037,40490
50202,40037,40490
50203,40037,40662
50204,40037,40662
50205,40037,40342
50206,40037,40342
50207,40037,40674
50208,40037,40674
50209,40037,40904
50210,40037,40904
50211,40037,40164
50212,40037,40164
50213,40037,40116
50214,40037,40116
50215,40037,40006
50216,40037,40006
50217,40037,40372
50218,40037,40372
50219,40037,40724
50220,40037,40724
50221,40473,40776
50222,40473,40776
50223,40473,40286
50224,40473,40286
50225,40473,40588
50226,40473,40588
50227,40473,40870
50228,40473,40870
50229,40473,40404
50230,40473,40404
50231,40473,40570
50232,40473,40570
50233,40473,40482
50234,40473,40482
50235,40473,40120
50236,40473,40120
50237,40473,40434
50238,40473,40434
50239,40473,40718
50240,40473,40718
50241,40111,40902
50242,40111,40902
50243,40111,40916
50244,40111,40916
50245,40111,40464
50246,40111,40464
50247,40111,40386
50248,40111,40386
50249,40111,40948
50250,40111,40948
50251,40111,40140
50252,40111,40140
50253,40111,40008
50254,40111,40008
50255,40111,40170
50256,40111,40170
50257,40111,40254
50258,40111,40254
50259,40111,40896
50260,40111,40896
50261,40333,40026
50262,40333,40026
50263,40333,40694
50264,40333,40694
50265,40333,40834
50266,40333,40834
50267,40333,40926
50268,40333,40926
50269,40333,40826
50270,40333,40826
50271,40333,40598
50272,40333,40598
50273,40333,40564
50274,40333,40564
50275,40333,40080
50276,40333,40080
50277,40333,40348
50278,40333,40348
50279,40333,40152
50280,40333,40152
50281,40041,40868
50282,40041,40868
50283,40041,40778
50284,40041,40778
50285,40041,40462
50286,40041,40462
50287,40041,40428
50288,40041,40428
50289,40041,40354
50290,40041,40354
50291,40041,40210
50292,40041,40210
50293,40041,40954
50294,40041,40954
50295,40041,40378
50296,40041,40378
50297,40041,40656
50298,40041,40656
50299,40041,40284
50300,40041,40284
50301,40059,40200
50302,40059,40200
50303,40059,40560
50304,40059,40560
50305,40059,40962
50306,40059,40962
50307,40059,40362
50308,40059,40362
50309,40059,40074
50310,40059,40074
50311,40059,40086
50312,40059,40086
50313,40059,40708
50314,40059,40708
50315,40059,40602
50316,40059,40602
50317,40059,40334
50318,40059,40334
50319,40059,40698
50320,40059,40698
50321,40331,40522
50322,40331,40522
50323,40331,40028
50324,40331,40028
50325,40331,40486
50326,40331,40486
50327,40331,40738
50328,40331,40738
50329,40331,40600
50330,40331,40600
50331,40331,40042
50332,40331,40042
50333,40331,40510
50334,40331,40510
50335,40331,40388
50336,40331,40388
50337,40331,40010
50338,40331,40010
50339,40331,40692
50340,40331,40692
50341,40965,40314
50342,40965,40314
50343,40965,40842
50344,40965,40842
50345,40965,40446
50346,40965,40446
50347,40965,40180
50348,40965,40180
50349,40965,40350
50350,40965,40350
50351,40965,40090
50352,40965,40090
50353,40965,40562
50354,40965,40562
50355,40965,40072
50356,40965,40072
50357,40965,40414
50358,40965,40414
50359,40965,40966
50360,40965,40966
50361,40579,40092
50362,40579,40092
50363,40579,40168
50364,40579,40168
50365,40579,40114
50366,40579,40114
50367,40579,40002
50368,40579,40002
50369,40579,40294
50370,40579,40294
50371,40579,40956
50372,40579,40956
50373,40579,40380
50374,40579,40380
50375,40579,40906
50376,40579,40906
50377,40579,40680
50378,40579,40680
50379,40579,40610
50380,40579,40610
50381,40029,40712
50382,40029,40712
50383,40029,40326
50384,40029,40326
50385,40029,40456
50386,40029,40456
50387,40029,40162
50388,40029,40162
50389,40029,40654
50390,40029,40654
50391,40029,40566
50392,40029,40566
50393,40029,40060
50394,40029,40060
50395,40029,40734
50396,40029,40734
50397,40029,40488
50398,40029,40488
50399,40029,40524
50400,40029,40524
50401,40295,40828
50402,40295,40828
50403,40295,40398
50404,40295,40398
50405,40295,40578
50406,40295,40578
50407,40295,40360
50408,40295,40360
50409,40295,40748
50410,40295,40748
50411,40295,40136
50412,40295,40136
50413,40295,40304
50414,40295,40304
50415,40295,40338
50416,40295,40338
50417,40295,40744
50418,40295,40744
50419,40295,40460
50420,40295,40460
50421,40419,40818
50422,40419,40818
50423,40419,40128
50424,40419,40128
50425,40419,40262
50426,40419,40262
50427,40419,40252
50428,40419,40252
50429,40419,40250
50430,40419,40250
50431,40419,40592
50432,40419,40592
50433,40419,40480
50434,40419,40480
50435,40419,40938
50436,40419,40938
50437,40419,40888
50438,40419,40888
50439,40419,40410
50440,40419,40410
50441,40049,40924
50442,40049,40924
50443,40049,40930
50444,40049,40930
50445,40049,40636
50446,40049,40636
50447,40049,40838
50448,40049,40838
50449,40049,40328
50450,40049,40328
50451,40049,40982
50452,40049,40982
50453,40049,41000
50454,40049,41000
50455,40049,40686
50456,40049,40686
50457,40049,40952
50458,40049,40952
50459,40049,40530
50460,40049,40530
50461,40929,40996
50462,40929,40996
50463,40929,40850
50464,40929,40850
50465,40929,40352
50466,40929,40352
50467,40929,40432
50468,40929,40432
50469,40929,40106
50470,40929,40106
50471,40929,40468
50472,40929,40468
50473,40929,40498
50474,40929,40498
50475,40929,40944
50476,40929,40944
50477,40929,40986
50478,40929,40986
50479,40929,40474
50480,40929,40474
50481,40309,40622
50482,40309,40622
50483,40309,40858
50484,40309,40858
50485,40309,40236
50486,40309,40236
50487,40309,40208
50488,40309,40208
50489,40309,40684
50490,40309,40684
50491,40309,40798
50492,40309,40798
50493,40309,40408
50494,40309,40408
50495,40309,40430
50496,40309,40430
50497,40309,40968
50498,40309,40968
50499,40309,40022
50500,40309,40022
50501,40129,40346
50502,40129,40346
50503,40129,40542
50504,40129,40542
50505,40129,40288
50506,40129,40288
50507,40129,40812
50508,40129,40812
50509,40129,40330
50510,40129,40330
50511,40129,40702
50512,40129,40702
50513,40129,40426
50514,40129,40426
50515,40129,40098
50516,40129,40098
50517,40129,40094
50518,40129,40094
50519,40129,40148
50520,40129,40148
50521,40163,40374
50522,40163,40374
50523,40163,40526
50524,40163,40526
50525,40163,40612
50526,40163,40612
50527,40163,40824
50528,40163,40824
50529,40163,40800
50530,40163,40800
50531,40163,40246
50532,40163,40246
50533,40163,40878
50534,40163,40878
50535,40163,40832
50536,40163,40832
50537,40163,40790
50538,40163,40790
50539,40163,40442
50540,40163,40442
50541,40077,40182
50542,40077,40182
50543,40077,40126
50544,40077,40126
50545,40077,40710
50546,40077,40710
50547,40077,40678
50548,40077,40678
50549,40077,40994
50550,40077,40994
50551,40077,40762
50552,40077,40762
50553,40077,40514
50554,40077,40514
50555,40077,40268
50556,40077,40268
50557,40077,40424
50558,40077,40424
50559,40077,40036
50560,40077,40036
50561,40301,40476
50562,40301,40476
50563,40301,40880
50564,40301,40880
50565,40301,40860
50566,40301,40860
50567,40301,40886
50568,40301,40886
50569,40301,40534
50570,40301,40534
50571,40301,40864
50572,40301,40864
50573,40301,40676
50574,40301,40676
50575,40301,40492
50576,40301,40492
50577,40301,40792
50578,40301,40792
50579,40301,40082
50580,40301,40082
50581,40355,40664
50582,40355,40664
50583,40355,40918
50584,40355,40918
50585,40355,40124
50586,40355,40124
50587,40355,40272
50588,40355,40272
50589,40355,40146
50590,40355,40146
50591,40355,40666
50592,40355,40666
50593,40355,40900
50594,40355,40900
50595,40355,40840
50596,40355,40840
50597,40355,40822
50598,40355,40822
50599,40355,40040
50600,40355,40040
50601,40601,40714
50602,40601,40714
50603,40601,40786
50604,40601,40786
50605,40601,40324
50606,40601,40324
50607,40601,40574
50608,40601,40574
50609,40601,40258
50610,40601,40258
50611,40601,40014
50612,40601,40014
50613,40601,40390
50614,40601,40390
50615,40601,40976
50616,40601,40976
50617,40601,40292
50618,40601,40292
50619,40601,40816
50620,40601,40816
50621,40065,40280
50622,40065,40280
50623,40065,40632
50624,40065,40632
50625,40065,40782
50626,40065,40782
50627,40065,40544
50628,40065,40544
50629,40065,40308
50630,40065,40308
50631,40065,40690
50632,40065,40690
50633,40065,40318
50634,40065,40318
50635,40065,40226
50636,40065,40226
50637,40065,40016
50638,40065,40016
50639,40065,40688
50640,40065,40688
50641,40291,40626
50642,40291,40626
50643,40291,40158
50644,40291,40158
50645,40291,40856
50646,40291,40856
50647,40291,40340
50648,40291,40340
50649,40291,40706
50650,40291,40706
50651,40291,40802
50652,40291,40802
50653,40291,40980
50654,40291,40980
50655,40291,40396
50656,40291,40396
50657,40291,40914
50658,40291,40914
50659,40291,40768
50660,40291,40768
50661,40203,40400
50662,40203,40400
50663,40203,40370
50664,40203,40370
50665,40203,40516
50666,40203,40516
50667,40203,40722
50668,40203,40722
50669,40203,40096
50670,40203,40096
50671,40203,40950
50672,40203,40950
50673,40203,40964
50674,40203,40964
50675,40203,40132
50676,40203,40132
50677,40203,40814
50678,40203,40814
50679,40203,40652
50680,40203,40652
50681,40617,40804
50682,40617,40804
50683,40617,40112
50684,40617,40112
50685,40617,40942
50686,40617,40942
50687,40617,40846
50688,40617,40846
50689,40617,40062
50690,40617,40062
50691,40617,40614
50692,40617,40614
50693,40617,40540
50694,40617,40540
50695,40617,40088
50696,40617,40088
50697,40617,40366
50698,40617,40366
50699,40617,40034
50700,40617,40034
50701,40563,40344
50702,40563,40344
50703,40563,40494
50704,40563,40494
50705,40563,40356
50706,40563,40356
50707,40563,40682
50708,40563,40682
50709,40563,40536
50710,40563,40536
50711,40563,40658
50712,40563,40658
50713,40563,40024
50714,40563,40024
